event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,state,elevation_m,slope_percent
587,06/15/2008 12:00:00 AM,landslide,downpour,medium,unknown,27.2298,94.0989,17.0,Assam,95.0,0.27
8012,09/06/2015 03:00:00 PM,landslide,unknown,medium,above_road,25.9703,91.8584,0.0,Meghalaya,299.0,5.03
7335,08/18/2015 09:00:00 AM,landslide,continuous_rain,medium,urban,25.5145,90.2023,0.0,Meghalaya,279.0,3.54
141,07/26/2007 12:00:00 AM,landslide,rain,medium,unknown,25.38,91.88,,Meghalaya,1283.0,24.93
3983,09/23/2011 12:00:00 AM,landslide,downpour,large,unknown,26.1548,91.7351,4.0,Assam,55.0,1.72
148,07/30/2007 12:00:00 AM,landslide,downpour,medium,unknown,22.479,92.967,,Mizoram,472.0,23.77
1775,04/21/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.8965,96.1779,12.0,Arunachal Pradesh,202.0,0.96
3663,06/28/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.6682,94.1099,0.0,Nagaland,1439.0,4.98
7385,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.004,93.9815,0.0,Manipur,1496.0,30.34
2575,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.5242,92.9914,0.0,Assam,147.0,5.67
3840,07/25/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.6869,93.9157,0.0,Manipur,772.0,0.05
6015,05/08/2014 12:00:00 AM,mudslide,rain,medium,above_road,27.9032,96.174,0.0,Arunachal Pradesh,197.0,0.43
3741,07/07/2011 12:00:00 AM,landslide,rain,medium,unknown,25.4191,94.1079,0.0,Nagaland,1395.0,10.58
2106,07/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.8716,94.9921,0.0,Nagaland,288.0,7.48
9051,07/19/2016 09:00:00 AM,landslide,unknown,medium,natural_slope,26.09748244,91.8744337,0.0,Meghalaya,188.0,9.67
870,10/29/2008 12:00:00 AM,mudslide,downpour,medium,unknown,27.4,92.35,12.0,Arunachal Pradesh,2628.0,14.33
2392,09/04/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.3702,88.7334,0.0,Sikkim,3520.0,9.74
3830,07/22/2011 12:00:00 AM,landslide,downpour,small,unknown,24.3527,94.3429,0.0,Manipur,285.0,11.22
4906,06/07/2013 12:00:00 AM,landslide,unknown,medium,unknown,26.0977,94.7499,,Nagaland,1538.0,12.73
3269,03/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,28.0791,96.5242,0.0,Arunachal Pradesh,554.0,1.38
1755,04/17/2010 03:00:00 PM,landslide,downpour,small,unknown,27.3341,88.6083,0.0,Sikkim,1418.0,34.08
6990,06/24/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,26.0319,94.5466,0.0,Nagaland,1581.0,24.56
6222,10/01/2014 11:00:00 AM,landslide,unknown,small,above_road,27.1249,93.7706,5.0,Arunachal Pradesh,151.0,4.42
9169,06/12/2016 12:00:00 AM,landslide,continuous_rain,unknown,above_road,26.1677,94.2442,0.0,Nagaland,754.0,17.35
4435,06/25/2012 12:00:00 AM,landslide,downpour,large,unknown,27.174,95.8011,,Arunachal Pradesh,295.0,1.07
4313,04/08/2012 12:00:00 AM,landslide,downpour,medium,unknown,28.4659,95.86,0.0,Arunachal Pradesh,1026.0,33.42
2344,08/27/2010 04:30:00 PM,landslide,downpour,medium,unknown,24.7505,93.4221,0.0,Assam,772.0,8.04
7263,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.4477,94.0489,0.0,Manipur,1287.0,10.76
5271,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.284,94.5808,,Nagaland,728.0,11.9
4424,06/20/2012 12:00:00 AM,landslide,downpour,medium,unknown,26.149,91.7351,,Assam,52.0,3.12
3525,05/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.0672,93.4093,0.0,Assam,460.0,14.5
7369,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.1988,94.1016,0.0,Manipur,1345.0,10.7
4892,06/01/2013 12:00:00 AM,landslide,downpour,large,unknown,27.8776,94.25,,Arunachal Pradesh,993.0,24.4
4377,06/02/2012 12:00:00 AM,landslide,downpour,large,unknown,26.1475,91.7356,,Assam,52.0,1.93
5430,09/01/2013 12:00:00 AM,mudslide,continuous_rain,medium,unknown,24.9037,93.487,0.0,Manipur,1272.0,11.84
7264,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.4538,93.9827,0.0,Manipur,1779.0,30.27
5006,07/01/2013 12:00:00 AM,landslide,downpour,medium,unknown,26.1147,94.3864,0.0,Nagaland,362.0,7.27
256,09/10/2007 12:00:00 AM,landslide,rain,medium,unknown,27.3425,88.6236,,Sikkim,2102.0,19.6
9335,05/18/2016 08:00:00 AM,landslide,continuous_rain,unknown,unknown,24.5202,92.7239,2.0,Assam,39.0,0.45
7279,07/24/2015 12:00:00 AM,mudslide,monsoon,medium,other,24.9818,93.5142,0.0,Manipur,1238.0,26.11
6288,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1985,91.7998,0.0,Assam,92.0,5.76
5087,07/12/2013 12:00:00 AM,landslide,downpour,medium,unknown,25.6269,94.1139,0.0,Nagaland,1558.0,19.78
258,09/11/2007 12:00:00 AM,landslide,rain,medium,unknown,24.4279,94.0564,3.0,Manipur,885.0,5.49
5338,08/16/2013 12:00:00 AM,landslide,rain,medium,unknown,26.8727,94.9275,,Assam,128.0,0.1
2411,09/10/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.0011,93.7273,0.0,Arunachal Pradesh,109.0,0.62
6143,07/14/2014 06:00:00 PM,landslide,downpour,medium,unknown,23.7327,92.7463,1.0,Mizoram,846.0,2.74
4908,06/08/2013 05:00:00 PM,landslide,downpour,medium,unknown,27.3721,88.708,0.0,Sikkim,3172.0,36.42
9124,07/19/2016 12:00:00 AM,translational_slide,continuous_rain,large,natural_slope,25.203,90.5573,0.0,Meghalaya,128.0,1.55
2282,08/19/2010 06:30:00 AM,landslide,downpour,medium,unknown,26.1984,94.8158,0.0,Nagaland,1849.0,20.93
9338,05/18/2016 08:00:00 AM,landslide,continuous_rain,medium,natural_slope,24.4638,92.4943,5.0,Assam,90.0,7.59
2421,09/13/2010 09:00:00 AM,landslide,downpour,medium,above_road,23.75406693,92.74128531,,Mizoram,994.0,19.5
2249,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.0814,94.803,0.0,Nagaland,953.0,20.93
8901,07/10/2016 12:00:00 AM,landslide,downpour,medium,above_road,25.7902,94.1318,0.0,Nagaland,1285.0,7.47
2283,08/19/2010 12:00:00 AM,mudslide,downpour,medium,unknown,24.8961,93.4957,0.0,Manipur,1049.0,37.74
4552,09/14/2012 12:00:00 AM,landslide,downpour,medium,unknown,27.0377,88.3603,,Sikkim,1504.0,25.07
6016,05/09/2014 11:00:00 PM,landslide,rain,small,unknown,24.8669,92.3576,7.0,Assam,18.0,0.2
215,08/28/2007 12:00:00 AM,landslide,rain,medium,unknown,25.7428,93.9136,1.0,Nagaland,452.0,6.39
7780,08/26/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,23.3572,92.7878,1.0,Mizoram,1372.0,14.4
2281,08/19/2010 06:00:00 PM,landslide,downpour,medium,above_road,25.61560252,94.11603493,,Nagaland,1634.0,32.42
1996,06/17/2010 07:30:00 PM,landslide,downpour,medium,unknown,26.4333,94.8833,0.0,Nagaland,535.0,4.11
6283,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1314,91.7548,0.0,Assam,81.0,2.95
8930,07/11/2016 11:00:00 PM,landslide,unknown,large,unknown,26.1699,94.4922,0.0,Nagaland,1134.0,3.66
869,10/29/2008 12:00:00 AM,landslide,downpour,medium,unknown,27.2333,94.1167,,Assam,91.0,0.27
285,09/29/2007 12:00:00 AM,landslide,rain,medium,unknown,24.1293,92.6921,,Mizoram,825.0,5.85
3662,06/28/2011 12:00:00 AM,landslide,rain,medium,below_road,25.03561729,94.0144205,,Manipur,873.0,2.79
5427,08/15/2013 12:00:00 AM,landslide,downpour,medium,unknown,25.3833,94.1884,,Nagaland,1683.0,4.47
8339,09/23/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,26.1666,91.7042,0.0,Assam,231.0,0.68
4905,06/07/2013 12:00:00 AM,landslide,unknown,medium,unknown,26.0977,94.7031,,Nagaland,1682.0,25.41
9186,07/25/2016 12:30:00 PM,landslide,continuous_rain,medium,above_road,25.48,94.1383,0.0,Manipur,1721.0,8.69
5107,07/15/2013 12:00:00 AM,landslide,rain,medium,unknown,25.6269,94.1139,0.0,Nagaland,1558.0,19.78
7253,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,urban,24.7979,92.9974,5.0,Assam,24.0,0.32
6286,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1044,91.7082,0.0,Assam,55.0,6.26
594,06/19/2008 12:00:00 AM,mudslide,monsoon,medium,unknown,24.9336,93.8275,,Manipur,1023.0,16.0
5337,08/16/2013 12:00:00 AM,landslide,rain,medium,unknown,26.4205,94.9731,,Nagaland,690.0,7.32
3881,08/05/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.1034,93.6885,0.0,Arunachal Pradesh,147.0,0.49
3925,08/15/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.4888,93.0153,0.0,Arunachal Pradesh,524.0,25.52
7383,08/01/2015 12:00:00 AM,landslide,rain,medium,unknown,23.899,94.1434,0.0,Manipur,269.0,7.72
8900,07/07/2016 12:00:00 AM,landslide,monsoon,large,above_road,25.0118,94.3136,0.0,Manipur,1372.0,15.25
4757,02/18/2013 12:00:00 AM,landslide,rain,medium,unknown,28.1193,95.1645,3.0,Arunachal Pradesh,823.0,29.43
7666,08/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.1019,93.3729,0.0,Manipur,1133.0,7.39
2113,07/21/2010 08:00:00 AM,landslide,downpour,medium,unknown,27.3773,88.559,0.0,Sikkim,1437.0,32.86
2045,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,26.2363,94.8133,0.0,Nagaland,1560.0,18.56
7701,08/19/2015 03:00:00 PM,landslide,continuous_rain,medium,above_road,25.6278,94.1051,0.0,Nagaland,1508.0,12.32
2422,09/13/2010 12:00:00 AM,landslide,downpour,medium,urban,23.74182634,92.7141905,,Mizoram,929.0,8.33
6513,08/14/2014 11:00:00 PM,mudslide,downpour,medium,unknown,23.0137,91.7174,3.0,Tripura,21.0,0.86
4990,06/27/2013 11:00:00 PM,landslide,downpour,medium,unknown,27.3765,88.7628,0.0,Sikkim,3764.0,8.36
2248,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.222,94.9152,0.0,Nagaland,1734.0,17.24
5268,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.0137,94.5163,,Nagaland,1715.0,22.21
6106,06/26/2014 11:00:00 PM,landslide,continuous_rain,small,unknown,26.1407,91.7645,3.0,Assam,61.0,6.72
3965,09/06/2011 08:00:00 AM,landslide,rain,medium,unknown,24.808,93.117,3.0,Assam,38.0,0.23
6969,06/16/2015 06:15:00 AM,landslide,downpour,medium,urban,25.5114,90.215,4.0,Meghalaya,305.0,7.05
2044,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,25.8877,94.7861,0.0,Nagaland,1160.0,2.28
2587,10/10/2010 06:00:00 AM,landslide,downpour,medium,unknown,25.6623,94.1072,0.0,Nagaland,1394.0,6.16
8684,07/07/2016 12:00:00 AM,landslide,continuous_rain,medium,retaining_wall,25.9611,91.3681,2.0,Assam,187.0,3.96
1596,03/27/2010 08:00:00 PM,mudslide,downpour,medium,unknown,24.7339,93.9161,0.0,Manipur,886.0,0.17
1771,04/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.1978,91.7665,0.0,Assam,92.0,2.89
7364,07/31/2015 09:00:00 AM,landslide,continuous_rain,medium,below_road,24.819,94.3551,0.0,Manipur,1615.0,13.62
6968,06/13/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.463,92.2121,4.0,Meghalaya,1372.0,4.31
7373,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.9111,94.4759,,Manipur,1804.0,9.55
4570,09/19/2012 12:00:00 AM,landslide,downpour,medium,unknown,27.8458,95.2253,,Arunachal Pradesh,134.0,0.35
1935,06/03/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.8986,91.7599,0.0,Tripura,212.0,7.38
2577,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.5265,93.8673,0.0,Nagaland,1354.0,33.09
7276,07/25/2015 09:00:00 AM,landslide,continuous_rain,medium,natural_slope,26.1062,91.8717,2.0,Assam,247.0,6.62
2576,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4788,94.1399,0.0,Nagaland,1660.0,8.09
6293,10/20/2014 12:00:00 AM,landslide,rain,medium,unknown,25.5006,90.0896,6.0,Meghalaya,48.0,3.84
4858,05/11/2013 09:00:00 AM,landslide,rain,medium,unknown,26.1662,91.7138,,Assam,165.0,9.45
5269,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.8376,94.5234,,Nagaland,801.0,1.13
5270,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.0481,94.4619,,Nagaland,856.0,21.5
6284,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1324,91.8342,0.0,Assam,71.0,5.48
4394,06/07/2012 04:30:00 AM,landslide,rain,large,unknown,27.1748,88.6458,7.0,Sikkim,930.0,33.72
9251,07/28/2016 11:00:00 PM,landslide,downpour,medium,retaining_wall,25.8702,94.7844,0.0,Nagaland,1129.0,12.48
7699,08/19/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.0214,94.5224,0.0,Nagaland,1603.0,21.88
7664,08/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.7459,93.4251,0.0,Manipur,769.0,24.06
7589,08/19/2015 12:00:00 AM,landslide,rain,medium,above_road,25.2568,92.3825,0.0,Meghalaya,802.0,3.48
7887,08/16/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,27.8835,96.9262,0.0,Arunachal Pradesh,956.0,30.17
9404,05/01/2016 12:00:00 AM,landslide,downpour,medium,above_road,28.0822,96.5316,0.0,Arunachal Pradesh,543.0,7.45
6287,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1295,91.7056,0.0,Assam,130.0,4.21
2296,08/20/2010 12:00:00 AM,complex,downpour,medium,unknown,27.167,88.3652,0.0,Sikkim,1516.0,1.0
2304,08/21/2010 06:00:00 PM,landslide,downpour,medium,unknown,25.5718,94.1211,0.0,Nagaland,1649.0,22.01
5273,08/04/2013 12:00:00 AM,landslide,monsoon,medium,unknown,26.1807,94.5497,,Nagaland,1658.0,33.6
1125,08/26/2009 12:00:00 AM,landslide,rain,medium,unknown,27.3746,88.7648,,Sikkim,3751.0,8.8
8995,07/14/2016 12:00:00 AM,landslide,monsoon,small,unknown,26.1963,91.8074,1.0,Assam,196.0,3.58
2567,10/08/2010 12:00:00 AM,complex,downpour,medium,unknown,25.6633,94.4703,0.0,Manipur,1443.0,5.09
3794,07/17/2011 12:00:00 AM,landslide,rain,medium,above_road,26.99195749,88.42280921,,Sikkim,322.0,14.57
6285,09/22/2014 12:00:00 AM,landslide,rain,small,above_road,26.159,91.8178,0.0,Assam,68.0,6.7
868,10/29/2008 12:00:00 AM,landslide,downpour,medium,unknown,26.3333,91.25,7.0,Assam,42.0,0.19
5005,07/01/2013 12:00:00 AM,landslide,downpour,medium,unknown,26.72,95.029,0.0,Nagaland,717.0,1.36
3860,07/29/2011 12:00:00 AM,landslide,rain,medium,unknown,25.4192,94.108,0.0,Nagaland,1400.0,10.96
5476,09/07/2013 03:00:00 PM,landslide,rain,medium,unknown,27.3736,88.7323,0.0,Sikkim,3454.0,16.98
1127,08/27/2009 12:00:00 AM,landslide,downpour,medium,unknown,25.1718,93.123,,Assam,693.0,5.93
5603,10/13/2013 07:30:00 PM,mudslide,downpour,medium,unknown,25.426,94.6024,0.0,Manipur,1311.0,13.07
2042,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,26.0093,94.5238,0.0,Nagaland,1828.0,6.83
5442,09/02/2013 12:00:00 AM,landslide,downpour,large,unknown,27.1614,93.7525,,Arunachal Pradesh,150.0,8.58
7933,09/01/2015 12:00:00 AM,rock_fall,rain,medium,unknown,26.1868,91.6739,2.0,Assam,50.0,0.39
3637,06/21/2011 12:00:00 AM,landslide,rain,medium,deforested_slope,25.51614662,94.2341227,,Nagaland,1623.0,31.02
3837,07/24/2011 12:30:00 PM,landslide,downpour,medium,unknown,26.5836,93.0038,0.0,Assam,68.0,0.48
220,08/31/2007 12:00:00 AM,landslide,rain,medium,unknown,25.1333,93.9667,,Manipur,1009.0,2.3
212,08/26/2007 12:00:00 AM,complex,rain,medium,unknown,25.5576,91.8506,,Meghalaya,1669.0,9.12
7372,07/31/2015 11:00:00 PM,mudslide,continuous_rain,medium,above_road,25.0634,94.3415,0.0,Manipur,1742.0,20.02
2570,10/08/2010 12:00:00 AM,landslide,downpour,medium,unknown,24.837,93.9128,0.0,Manipur,813.0,7.85
126,07/16/2007 12:00:00 AM,mudslide,rain,medium,unknown,27.1499,88.38,,Sikkim,1099.0,26.03
1168,09/17/2009 12:00:00 AM,landslide,rain,medium,unknown,27.1954,88.6115,,Sikkim,487.0,10.54
3806,07/19/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.1032,93.6884,3.0,Arunachal Pradesh,149.0,1.02
2026,06/28/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4916,91.2698,0.0,Meghalaya,1490.0,7.7
714,08/14/2008 12:00:00 AM,landslide,rain,medium,unknown,27.163,94.0,,Assam,95.0,0.29
6110,06/27/2014 12:00:00 AM,landslide,rain,small,unknown,26.1619,91.7697,3.0,Assam,55.0,3.93
247,09/08/2007 12:00:00 AM,landslide,rain,medium,unknown,25.0604,93.9877,,Manipur,1485.0,4.42
4407,06/13/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.0951,92.3567,,Assam,246.0,11.49
3789,07/16/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.2743,92.9064,0.0,Arunachal Pradesh,695.0,30.36
6292,09/23/2014 12:00:00 AM,landslide,continuous_rain,small,unknown,25.7238,89.9032,1.0,Assam,30.0,2.01
545,05/20/2008 12:00:00 AM,mudslide,mining,medium,unknown,24.9849,92.8411,5.0,Assam,252.0,7.49
7265,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.5007,93.9854,0.0,Manipur,1437.0,22.87
2436,09/16/2010 03:00:00 AM,landslide,downpour,medium,unknown,24.3069,93.125,0.0,Mizoram,719.0,21.95
7727,08/20/2015 06:00:00 PM,landslide,continuous_rain,medium,below_road,25.6263,94.1057,0.0,Nagaland,1546.0,17.08
7334,08/18/2015 12:00:00 AM,landslide,unknown,medium,unknown,28.1737,94.7596,1.0,Arunachal Pradesh,610.0,9.07
6200,08/17/2014 12:00:00 AM,landslide,downpour,large,unknown,27.0869,93.6086,0.0,Arunachal Pradesh,312.0,10.19
7778,08/26/2015 12:00:00 AM,mudslide,continuous_rain,medium,above_road,23.8447,93.0514,0.0,Mizoram,1053.0,12.26
6290,09/23/2014 03:00:00 AM,landslide,continuous_rain,small,urban,25.5772,91.8666,8.0,Meghalaya,1469.0,13.49
4408,06/13/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.5498,92.0757,,Meghalaya,1245.0,6.14
4403,06/10/2012 12:00:00 AM,landslide,downpour,very_large,unknown,24.8142,93.5444,,Manipur,562.0,19.37
5429,09/01/2013 06:00:00 PM,landslide,downpour,medium,unknown,27.3425,88.2426,5.0,Sikkim,1382.0,49.08
2140,07/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.0477,92.801,0.0,Assam,184.0,26.07
2243,08/13/2010 12:00:00 AM,landslide,downpour,medium,mine,25.70223725,94.04619681,0.0,Nagaland,1016.0,16.44
9142,06/14/2016 08:00:00 AM,landslide,continuous_rain,medium,retaining_wall,26.3185,94.5247,0.0,Nagaland,1171.0,14.75
6107,06/26/2014 11:00:00 PM,landslide,continuous_rain,small,unknown,26.1844,91.7896,1.0,Assam,64.0,1.15
255,09/10/2007 12:00:00 AM,landslide,rain,medium,unknown,24.2451,94.0691,,Manipur,1349.0,15.62
7660,08/12/2015 12:00:00 AM,mudslide,continuous_rain,medium,below_road,25.6237,94.1136,0.0,Nagaland,1610.0,20.11
4556,09/16/2012 12:00:00 AM,landslide,downpour,medium,unknown,27.1675,88.3651,,Sikkim,1551.0,4.89
7389,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.4072,94.0644,0.0,Manipur,1148.0,9.42
2437,09/16/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.7527,92.694,0.0,Mizoram,793.0,20.23
731,08/19/2008 12:00:00 AM,mudslide,downpour,medium,unknown,26.138,94.25,4.0,Nagaland,1021.0,25.6
7371,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,23.9939,94.0573,0.0,Manipur,968.0,17.04
7923,09/01/2015 12:00:00 AM,landslide,rain,medium,unknown,26.49349035,91.72137514,2.0,Assam,62.0,0.14
760,08/29/2008 12:00:00 AM,complex,downpour,medium,unknown,25.67,94.1066,,Nagaland,1408.0,1.99
2182,07/31/2010 09:00:00 AM,landslide,rain,medium,unknown,24.9356,93.8443,0.0,Manipur,850.0,4.7
1954,06/07/2010 12:00:00 AM,landslide,rain,medium,unknown,24.7543,93.5039,0.0,Manipur,422.0,36.67
6963,06/19/2015 12:00:00 AM,landslide,rain,medium,natural_slope,23.7131,92.7362,0.0,Mizoram,879.0,17.82
5336,08/16/2013 12:00:00 AM,landslide,rain,medium,unknown,26.3897,94.9439,,Nagaland,514.0,20.67
7590,08/19/2015 12:00:00 AM,landslide,rain,small,unknown,25.1416,92.3807,0.0,Meghalaya,172.0,16.38
1222,10/05/2009 12:00:00 AM,landslide,downpour,medium,urban,23.73478778,92.72124394,3.0,Mizoram,972.0,7.78
8222,06/22/2016 12:00:00 PM,mudslide,downpour,medium,natural_slope,26.1961,91.7825,1.0,Assam,142.0,0.69
7706,08/19/2015 12:00:00 AM,landslide,rain,medium,above_road,25.0728,92.3636,0.0,Meghalaya,120.0,14.56
9620,10/15/2016 12:00:00 AM,landslide,downpour,medium,above_road,27.172,88.5292,0.0,Sikkim,301.0,12.49
8224,09/14/2015 01:30:00 AM,landslide,downpour,medium,above_road,23.7313,92.7187,0.0,Mizoram,1039.0,5.94
4241,03/04/2012 12:00:00 AM,landslide,unknown,medium,unknown,25.1604,93.6795,0.0,Manipur,1065.0,20.86
755,08/28/2008 12:00:00 AM,landslide,downpour,medium,unknown,27.337,88.609,,Sikkim,1535.0,32.78
1756,04/17/2010 12:00:00 AM,landslide,downpour,small,unknown,27.322,88.6087,0.0,Sikkim,1477.0,11.18
1930,05/31/2010 12:00:00 AM,landslide,downpour,medium,unknown,28.4298,95.8776,0.0,Arunachal Pradesh,503.0,34.34
9334,05/18/2016 08:00:00 AM,landslide,continuous_rain,unknown,unknown,24.5204,92.7264,2.0,Assam,40.0,0.57
8237,07/01/2016 12:00:00 AM,landslide,downpour,large,unknown,27.0136,92.6351,5.0,Arunachal Pradesh,231.0,7.88
585,06/14/2008 12:00:00 AM,landslide,rain,large,unknown,27.0998,93.6287,21.0,Arunachal Pradesh,402.0,7.65
4859,05/11/2013 12:00:00 AM,landslide,rain,medium,unknown,26.1771,91.7599,,Assam,66.0,5.93
4436,06/25/2012 12:00:00 AM,landslide,downpour,medium,unknown,26.9986,95.4993,,Arunachal Pradesh,615.0,14.37
3916,08/13/2011 08:00:00 AM,mudslide,downpour,medium,unknown,25.7713,93.8067,0.0,Assam,235.0,9.81
